Kind,Name,CountLineCode,CountDeclClass,CountDeclFunction,CountLineCodeDecl,SumEssential,SumCyclomaticStrict,MaxEssential,MaxCyclomaticStrict,MaxNesting
Package,"org.cloudfoundry.identity",0,0,,0,0,0,0,0,0
Package,"org.cloudfoundry.identity.uaa",0,0,,0,0,0,0,0,0
Package,"org.cloudfoundry.identity.uaa.login",742,2,,290,18,18,1,1,0
Public Class,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs",664,,,212,17,17,1,1,0
Private Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.createClient",12,,,4,1,1,,,0
Private Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.createUser",8,,,2,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getIdTokenUsingAuthCodeGrant",54,,,16,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenUsingAuthCodeGrant",57,,,18,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenUsingClientCredentialGrant",26,,,7,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenUsingClientCredentialGrantWithAuthorizationHeader",25,,,9,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenUsingPasscode",46,,,18,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenUsingPasswordGrant",32,,,7,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenUsingSaml2BearerGrant",70,,,21,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenUsingSaml2BearerGrant.(Anon_1)",8,,,0,1,1,1,1,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenUsingSaml2BearerGrant.(Anon_1).postProcessRequest",6,,,0,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenUsingUserTokenGrant",40,,,11,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.getTokenWithClientAuthInHeader",31,,,9,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.listTokens_client",33,,,10,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.listTokens_user",44,,,10,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.refreshToken",42,,,11,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.revokeAllTokens_forAClient",36,,,10,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.revokeAllTokens_forAUser",35,,,10,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.login.TokenEndpointDocs.revokeSingleToken",33,,,10,1,1,,,0
Package,"org.cloudfoundry.identity.uaa.mock",0,0,,0,0,0,0,0,0
Package,"org.cloudfoundry.identity.uaa.mock.token",3036,29,,1005,105,124,1,6,2
Public Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests",2936,,,905,100,119,1,6,2
Public Static Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.MockSecurityContext",15,,,8,3,3,1,1,0
Public Constructor,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.MockSecurityContext.MockSecurityContext",3,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.MockSecurityContext.getAuthentication",3,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.MockSecurityContext.setAuthentication",3,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.authorizeEndpointWithPromptNone_WhenNotAuthenticated",24,,,8,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.clientCredentials_byDefault_WillNotLockoutDuringFailedBasicAuth",9,,,3,1,2,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.clientCredentials_byDefault_WillNotLockoutDuringFailedBasicAuthAndFormData",10,,,3,1,2,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.clientCredentials_byDefault_willNotLockoutClientsUsingFormData",17,,,3,1,2,,,1
Private Static Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.constainsExactlyOneInstance",4,,,1,1,1,,,0
Protected Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.createNonDefaultZone",9,,,4,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.doPasswordGrant",12,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.ensure_that_form_redirect_is_not_a_parameter_unless_there_is_a_saved_request",15,,,1,1,1,,,0
Protected Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getAClientWithClientsRead",11,,,3,1,1,,,0
Private Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getAccessTokenForPasswordGrant",14,,,3,1,1,,,0
Protected Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getAuthenticatedSession",5,,,2,1,1,,,0
Private Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getClaimsForToken",19,,,4,1,3,,,1
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getClaimsForToken.(Anon_9)",1,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getOauthToken_Password_Grant_When_UAA_Provider_is_Disabled",21,,,4,1,1,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getOauthToken_usingAuthCode_withClientIdAndSecretInRequestBody_shouldBeOk",31,,,12,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getOauthToken_usingClientCredentials_withClientIdAndSecretInRequestBody_shouldBeOk",11,,,2,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getOauthToken_usingPassword_withClientIdAndSecretInRequestBody_shouldBeOk",16,,,4,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getOauthToken_usingPassword_withNoCommonScopes_shouldBeUnauthorized",18,,,6,1,1,,,0
Private Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getPreviousLogonTime",11,,,4,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.getToken_withPasswordGrantType_resultsInUserLastLogonTimestampUpdate",13,,,8,1,1,,,0
Public Static Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.initializeSamlUtils",7,,,1,1,2,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.invalidScopeErrorMessageIsNotShowingAllClientScopes",25,,,15,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.invalidScopeErrorMessageIsNotShowingAllUserScopes",25,,,15,1,1,,,0
Private Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.login",9,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.make_sure_Bootstrapped_users_Dont_Revoke_Tokens_If_No_Change",28,,,8,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.make_sure_Bootstrapped_users_Dont_Revoke_Tokens_If_No_Change.(Anon_8)",1,,,1,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.passcode_with_client_parameters",28,,,12,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.passcode_with_client_parameters.(Anon_2)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.passcode_with_client_parameters_when_password_change_required_for_user",21,,,8,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.passcode_with_client_parameters_when_password_change_required_for_user.(Anon_1)",0,,,0,0,0,0,0,0
Protected Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.performAuthorize",12,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.prompt_is_none_and_approvals_are_required",24,,,9,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.refreshAccessToken_whenScopeIsPresent_andRestrictedOnGrantType",26,,,12,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.refreshAccessToken_withClient_withAutoApproveField",41,,,19,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.refreshTokenIssued_whenScopeIsPresent_andRestrictedOnGrantType",21,,,10,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.revokeOpaqueTokenWithOpaqueToken",11,,,3,1,2,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.revokeOtherClientToken",45,,,10,1,2,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.revokeOtherClientTokenForbidden",40,,,10,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.revokeOwnJWToken",35,,,10,1,2,,,1
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.revokeOwnJWToken.(Anon_18)",1,,,1,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.setAuthentication",10,,,3,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.setUpContext",4,,,1,1,1,,,0
Private Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.setUpUser",8,,,3,1,1,,,0
Public Static Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.splitQuery",14,,,6,1,6,,,2
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testAuthorizationCodeGrantWithEncodedRedirectURL",25,,,15,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testAuthorizationCode_ShouldNot_Throw_500_If_Client_Doesnt_Exist",20,,,12,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testAuthorizeEndpointWithPromptNone_Authenticated",25,,,11,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testClientIdentityProviderClientWithoutAllowedProvidersForAuthCodeAlreadyLoggedInWorksInAnotherZone",51,,,18,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testClientIdentityProviderRestrictionForPasswordGrant",28,,,9,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testClientIdentityProviderWithoutAllowedProvidersForPasswordGrantWorksInOtherZone",32,,,10,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testDefaultZone_Jwt_Revocable",14,,,5,1,1,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetClientCredentialsTokenForDefaultIdentityZone",20,,,8,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetClientCredentialsTokenForDefaultIdentityZone.(Anon_11)",0,,,0,0,0,0,0,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetClientCredentialsTokenForDefaultIdentityZone.(Anon_12)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetClientCredentialsTokenForDefaultIdentityZoneFromOtherZoneFails",15,,,4,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetClientCredentialsTokenForOtherIdentityZone",17,,,5,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetClientCredentialsTokenForOtherIdentityZoneFromDefaultZoneFails",16,,,5,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetClientCredentials_WithAuthoritiesExcluded_ForDefaultIdentityZone",25,,,9,1,1,,,1
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetClientCredentials_WithAuthoritiesExcluded_ForDefaultIdentityZone.(Anon_19)",0,,,0,0,0,0,0,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetClientCredentials_WithAuthoritiesExcluded_ForDefaultIdentityZone.(Anon_20)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetPasswordGrantForDefaultIdentityZoneFromOtherZoneFails",20,,,6,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetPasswordGrantForOtherIdentityZoneFromDefaultZoneFails",19,,,6,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetPasswordGrantInvalidPassword",18,,,4,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetPasswordGrantTokenExpiredPasswordForOtherZone",43,,,11,1,2,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetPasswordGrantTokenForOtherZone",19,,,8,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testGetTokenScopesNotInAuthentication",41,,,17,1,1,,,0
Protected Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testImplicitGrantRedirectUri",32,,,18,1,2,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testImplicitGrantWithFragmentInRedirectURL",4,,,2,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testImplicitGrantWithFragmentInRedirectURLAndNoPrompt",4,,,2,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testImplicitGrantWithNoFragmentInRedirectURL",4,,,2,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testImplicitGrantWithNoFragmentInRedirectURLAndNoPrompt",4,,,2,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testLoginAddNewUserForOauthTokenPasswordGrant",27,,,8,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testLoginAuthenticationFilter",161,,,7,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testNonDefaultZone_Jwt_Revocable",29,,,10,1,1,,,1
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testNonDefaultZone_Jwt_Revocable.(Anon_23)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testOpenIdToken",252,,,23,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testOpenIdTokenHybridFlowWithNoImplicitGrant",25,,,14,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testOpenIdTokenHybridFlowWithNoImplicitGrantWhenLenientWhenAppNotApproved",29,,,14,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testOpenIdTokenHybridFlowWithNoImplicitGrantWhenStrictWhenAppNotApproved",30,,,13,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testOpenIdTokenHybridFlowWithNoImplicitGrant_When_IdToken_Disabled",31,,,15,1,1,,,1
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testOtherClientAuthenticationMethods",47,,,9,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testOtherOauthResourceLoginAuthenticationFilter",142,,,9,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testPasswordGrantTokenForDefaultZone_Opaque",16,,,8,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testPasswordGrantTokenForDefaultZone_Opaque.(Anon_22)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testPasswordGrantTokenForDefaultZone_Revocable",16,,,8,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testPasswordGrantTokenForDefaultZone_Revocable.(Anon_26)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testRevocablePasswordGrantTokenForDefaultZone",12,,,6,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testRevocablePasswordGrantTokenForDefaultZone",22,,,6,1,2,,,1
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testRevocablePasswordGrantTokenForDefaultZone.(Anon_21)",0,,,0,0,0,0,0,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testRevocablePasswordGrantTokenForDefaultZone.(Anon_27)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testWildcardPasswordGrant",79,,,8,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.testWildcardRedirectURL",26,,,13,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_Oauth_Authorize_API_Endpoint",47,,,20,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_Oauth_Authorize_API_Endpoint.(Anon_7)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_Revoke_Client_And_User_Tokens",79,,,11,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_Token_Expiry_Time",27,,,13,1,2,,,1
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_Token_Expiry_Time.(Anon_10)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_authorization_code_grant_redirect_when_session_expires",67,,,16,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_authorization_code_grant_session_expires_during_app_approval",25,,,13,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_encoded_char_on_authorize_url",13,,,4,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_logon_timestamps_with_password_grant",20,,,7,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_saml_bearer_grant",53,,,14,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_saml_bearer_grant.(Anon_5)",8,,,0,1,1,1,1,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_saml_bearer_grant.(Anon_5).postProcessRequest",6,,,0,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_subdomain_redirect_url",26,,,16,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_token_ids",51,,,12,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_token_ids.(Anon_3)",0,,,0,0,0,0,0,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_token_ids.(Anon_4)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_two_zone_saml_bearer_grant",57,,,16,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_two_zone_saml_bearer_grant.(Anon_6)",8,,,0,1,1,1,1,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.test_two_zone_saml_bearer_grant.(Anon_6).postProcessRequest",6,,,0,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.token_endpoint_should_return_Basic_WWW_Authenticate_Header",35,,,12,1,1,,,0
Private Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.tryLoginWithWrongSecretInBody",11,,,1,1,1,,,0
Private Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.tryLoginWithWrongSecretInHeader",9,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateNewTokenAfterAddClientSecret",24,,,8,1,2,,,1
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateNewTokenAfterAddClientSecret.(for_loop_5).(Anon_14)",1,,,1,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateNewTokenAfterDeleteClientSecret",22,,,7,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateNewTokenAfterDeleteClientSecret.(Anon_17)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateNewTokenBeforeDeleteClientSecret",22,,,7,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateNewTokenBeforeDeleteClientSecret.(Anon_16)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateOldTokenAfterAddClientSecret",22,,,7,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateOldTokenAfterAddClientSecret.(Anon_13)",0,,,0,0,0,0,0,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateOldTokenAfterDeleteClientSecret",26,,,10,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateOldTokenAfterDeleteClientSecret.(Anon_15)",0,,,0,0,0,0,0,0
Private Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateOpenIdConnectToken",22,,,11,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validatePasswordGrantToken",10,,,3,1,1,,,0
Protected Method,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateRevocableJwtToken",20,,,7,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateRevocableJwtToken.(Anon_24)",0,,,0,0,0,0,0,0
Anonymous Class,"org.cloudfoundry.identity.uaa.mock.token.TokenMvcMockTests.validateRevocableJwtToken.(Anon_25)",0,,,0,0,0,0,0,0
Package,"org.cloudfoundry.identity.uaa.oauth",115,2,,64,11,13,1,2,1
Public Class,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint",84,,,33,10,12,1,2,1
Public Constructor,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.TokenRevocationEndpoint",5,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.handleException",10,,,3,1,1,,,0
Anonymous Class,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.handleException.(Anon_1)",5,,,1,1,1,1,1,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.handleException.(Anon_1).getHttpErrorCode",3,,,0,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.listClientTokens",10,,,2,1,2,,,1
Public Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.listUserTokens",9,,,5,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.listUserTokens",10,,,2,1,2,,,1
Protected Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.removeTokenValues",3,,,1,2,2,,,0
Lambda Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.removeTokenValues.(lambda_expr_1)",1,,,0,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.revokeTokenById",6,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.revokeTokensForClient",8,,,2,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.TokenRevocationEndpoint.revokeTokensForUser",8,,,2,1,1,,,0
Package,"org.cloudfoundry.identity.uaa.oauth.token",176,3,,88,19,26,1,4,1
Public Class,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning",151,,,64,18,24,1,4,1
Protected Constructor,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.JdbcRevocableTokenProvisioning",4,,,1,1,1,,,0
Protected Static Class,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.RevocableTokenRowMapper",21,,,6,1,2,1,2,1
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.RevocableTokenRowMapper.mapRow",18,,,4,1,2,,,1
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.checkExpired",8,,,4,1,3,,,1
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.create",16,,,2,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.delete",5,,,2,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.deleteByIdentityZone",3,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.deleteByOrigin",3,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.deleteRefreshTokensForClientAndUserId",5,,,3,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.getClientTokens",3,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.getExpirationCheckInterval",3,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.getLogger",3,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.getUserTokens",3,,,1,1,1,,,0
Public Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.getUserTokens",6,,,1,2,3,,,1
Lambda Method,"org.cloudfoundry.identity.uaa.oauth.token.JdbcRevocableTokenProvisioning.getUserTokens.(lambda_expr_1)",1,,,0,1,1,,,0
