Kind,Name,CountLineCode,CountDeclClass,CountDeclFunction,CountLineCodeDecl,SumEssential,SumCyclomaticStrict,MaxEssential,MaxCyclomaticStrict,MaxNesting
File,"ParameterizedBeanPropertyRowMapperTests.java",47,1,4,31,4,4,1,1,0
File,"ParameterizedRowMapper.java",5,1,0,4,0,0,0,0,0
File,"ParameterizedSingleColumnRowMapper.java",11,1,1,7,1,1,1,1,0
File,"PooledConnectionFactoryMaximumActiveTest.java",77,2,5,33,7,9,3,5,2
File,"PooledConnectionFactoryTest.java",82,2,4,30,7,11,4,6,3
File,"PooledConnectionTest.java",59,1,4,19,4,7,1,4,1
File,"PublishRequest.java",11,1,1,7,1,1,1,1,0
File,"ReactorServerHttpRequest.java",67,1,8,33,8,13,1,3,2
File,"RxNettyHttpHandlerAdapter.java",38,1,5,26,5,5,1,1,0
File,"RxNettyServerHttpRequest.java",76,1,8,40,8,13,1,3,2
File,"ServerHttpRequest.java",23,2,9,17,2,2,1,1,0
File,"ServerHttpRequestDecorator.java",47,1,9,27,9,9,1,1,0
File,"ServerHttpRequestIntegrationTests.java",33,2,3,21,3,3,1,1,0
File,"ServiceEvent.java",46,1,6,15,6,6,1,1,0
File,"ServiceInfo.java",443,1,37,87,52,103,8,16,6
File,"ServiceListener.java",8,1,3,6,0,0,0,0,0
File,"ServiceTypeListener.java",6,1,1,4,0,0,0,0,0
File,"ServletAnnotationControllerHandlerMethodTests.java",2927,101,332,1270,324,362,1,9,3
File,"ServletServerHttpRequest.java",198,4,20,91,20,39,1,10,2
File,"ServletServerHttpRequest.java",218,4,22,103,22,43,1,10,2
File,"SimpleJdbcDaoSupport.java",13,1,2,8,2,2,1,1,0
File,"SimpleJdbcOperations.java",74,1,36,73,0,0,0,0,0
File,"SimpleJdbcTemplate.java",206,1,40,104,40,50,1,3,1
File,"SimpleJdbcTemplateTests.java",307,4,34,158,34,34,1,1,0
File,"SimpleNamingContextBuilder.java",98,2,8,29,11,19,4,8,2
File,"SimpleNamingContextTests.java",195,2,11,75,11,21,1,9,1
File,"TestBuddyAllocator.java",261,6,26,113,26,44,1,4,2
File,"TestBuddyAllocatorForceEvict.java",403,4,31,119,35,68,3,10,3
File,"TestOrcMetadataCache.java",169,3,16,75,16,21,1,4,2
File,"TilesConfigurer.java",234,7,24,117,24,40,1,5,3
File,"TomcatHttpHandlerAdapter.java",80,3,7,43,7,10,1,4,2
File,"Topic.java",460,6,40,119,46,111,5,19,4
File,"TopicSubscriptionSlowConsumerTest.java",71,1,4,36,4,6,1,3,1
File,"TransactionIdTransformer.java",6,1,1,5,0,0,0,0,0
File,"UndertowServerHttpRequest.java",129,2,16,61,16,27,1,5,1
File,"XStreamWireFormat.java",64,1,11,29,11,16,1,5,2
File,"XStreamWireFormatTest.java",22,1,3,13,3,3,1,1,0
File,"ZeroconfDiscoveryAgent.java",166,2,28,65,28,42,1,5,2
