@relation software_metrics_vpm

@attribute Kind string
@attribute Name string
@attribute CountLineCode numeric
@attribute CountDeclClass numeric
@attribute CountDeclFunction numeric
@attribute CountLineCodeDecl numeric
@attribute SumEssential numeric
@attribute SumCyclomaticStrict numeric
@attribute MaxEssential numeric
@attribute MaxCyclomaticStrict numeric
@attribute MaxNesting numeric
@attribute class {pos,neg}

@data
File,"HttpUtils.java",440,2,27,99,57,118,11,17,6,pos
File,"HttpsAdminServerTest.java",378,1,22,169,22,22,1,1,1,pos
File,"HttpsURLConnectionFactory.java",135,2,5,56,8,22,4,12,3,pos
File,"HudsonInstance.java",196,3,23,81,25,41,3,6,4,pos
File,"HudsonInstance.java",205,3,24,82,26,44,3,6,4,pos
File,"HudsonMonitoringFilter.java",63,1,4,32,6,13,3,9,2,pos
File,"HudsonPrivateSecurityRealm.java",443,12,66,178,70,115,3,17,2,pos
File,"HudsonPrivateSecurityRealmTest.java",381,2,23,163,23,24,1,2,1,pos
File,"I18N.java",116,1,20,49,20,26,1,3,2,pos
File,"I18nInterceptor.java",138,3,16,49,18,36,1,4,2,pos
File,"I18nInterceptorTest.java",192,3,19,76,19,20,1,2,0,pos
File,"IESCipher.java",453,6,21,141,29,73,7,16,2,pos
File,"IESCipher.java",534,14,31,167,39,80,7,14,2,pos
File,"IESCipher.java",454,6,21,142,29,73,7,16,2,pos
File,"IESEngine.java",326,1,12,91,12,36,1,10,3,pos
File,"IESEngine.java",332,1,12,91,12,37,1,11,3,pos
File,"IESParameterSpec.java",96,1,11,40,11,13,1,3,1,pos
File,"IESUtil.java",34,1,1,7,5,8,5,8,2,pos
File,"IOHandler.java",318,6,15,101,15,60,1,11,3,pos
File,"IOHelper.java",99,1,10,30,15,26,6,9,4,pos
File,"IStormClusterState.java",113,1,66,96,4,7,1,3,2,pos
File,"IdStrategy.java",204,7,28,90,36,59,12,19,4,pos
File,"IdStrategy.java",432,7,32,109,105,165,28,42,4,pos
File,"IdStrategyTest.java",85,1,5,14,5,5,1,1,0,pos
File,"IdentityInputFilter.java",81,1,8,36,8,14,1,4,3,pos
File,"IdentityProviderModifiedEventTest.java",72,1,4,31,4,4,1,1,0,pos
File,"IdentityZoneEndpointDocs.java",683,1,12,257,12,15,1,2,0,pos
File,"IdentityZoneEndpointsMockMvcTests.java",1736,6,85,636,85,115,1,4,2,pos
File,"IdentityZoneModifiedEventTest.java",35,1,4,16,4,4,1,1,0,pos
File,"IdentityZoneSwitchingFilter.java",152,1,6,60,13,23,5,7,3,pos
File,"IdpMetadataWriter.java",128,1,2,44,5,14,4,9,2,pos
File,"IdpTest.java",985,1,36,342,42,67,5,6,3,pos
File,"IgniteBasicTestSuite.java",143,1,2,68,2,4,1,3,1,pos
File,"IgniteClientTestSuite.java",97,1,1,50,1,1,1,1,0,pos
File,"IgniteKernal.java",2885,9,203,755,234,567,10,39,5,pos
File,"IgniteKernal.java",2754,8,193,714,222,533,10,39,5,pos
File,"IgniteSpiDiscoverySelfTestSuite.java",72,1,1,37,1,1,1,1,0,pos
File,"IgniteStreamSelfTestSuite.java",10,1,1,6,1,1,1,1,0,pos
File,"IgniteSystemProperties.java",265,2,12,197,12,30,1,4,2,pos
File,"IgniteUtils.java",5207,37,537,1393,796,1477,18,28,8,pos
File,"IllegalTypesCheckTest.java",33,2,1,10,1,2,1,2,1,pos
File,"IllegalTypesCheckTest.java",102,4,8,39,8,12,1,3,1,pos
File,"ImplicitTagLibraryInfo.java",128,1,3,56,5,19,3,14,5,pos
File,"ImportDataFunction.java",49,1,2,28,2,5,1,4,2,pos
File,"ImportDataFunction.java",57,1,3,34,3,6,1,4,2,pos
File,"ImportDataFunction.java",49,1,2,28,2,5,1,4,2,pos
File,"Importer.java",454,3,13,155,21,71,5,14,3,pos
File,"ImporterTest.java",571,1,27,274,27,41,1,2,1,pos
File,"ImportingUtilities.java",850,10,49,259,82,184,9,23,7,pos
File,"ImportingUtilitiesTests.java",40,1,3,28,3,3,1,1,0,pos
File,"InMemoryExpiringCodeStore.java",47,1,6,22,6,13,1,5,1,pos
File,"IndexRecoveryTests.java",486,4,18,159,20,43,3,10,2,pos
File,"IndexWithShadowReplicasTests.java",604,7,20,217,20,40,1,5,3,pos
File,"IndicesOptionsIntegrationTests.java",852,1,49,145,49,60,1,7,3,pos
File,"InstallHelper.java",352,3,11,78,25,45,11,12,2,pos
File,"InstallState.java",127,7,16,59,20,24,3,3,2,pos
File,"Installer.java",542,1,24,92,48,95,8,18,4,pos
File,"InstanceFactory.java",735,2,37,190,58,175,9,18,6,pos
File,"InstantiateFactory.java",65,1,5,17,8,20,4,11,1,pos
File,"InstantiateFactory.java",64,1,5,19,8,20,4,11,1,pos
File,"InstantiateTransformer.java",57,1,5,20,9,21,5,10,2,pos
File,"InstantiateTransformer.java",55,1,4,16,8,19,5,10,2,pos
File,"IntegrationTestUtils.java",915,8,49,352,70,114,6,15,4,pos
File,"IntegrationTestUtils.java",1038,8,60,406,81,130,6,15,4,pos
File,"InterfaceGenerator.java",532,2,8,89,48,124,16,31,7,pos
File,"InternalNioInputBuffer.java",454,5,19,78,75,127,31,52,5,pos
File,"InternalTestCluster.java",1326,17,136,425,143,295,4,20,6,pos
File,"InternalTestClusterTests.java",95,1,4,55,6,10,3,4,2,pos
File,"InterpolationController.java",40,1,3,31,3,3,1,1,0,pos
File,"InterpolationControllerTest.java",211,1,8,83,8,8,1,1,0,pos
File,"InvitationsController.java",288,4,21,138,36,41,8,9,2,pos
File,"InvitationsControllerTest.java",506,2,33,258,33,33,1,1,0,pos
File,"InvitationsControllerTest.java",443,2,29,227,29,29,1,1,0,pos
File,"InvitationsEndpointMockMvcTests.java",329,2,19,198,19,23,1,3,2,pos
File,"InvitationsIT.java",228,1,10,123,10,18,1,5,2,pos
File,"InvitationsServiceMockMvcTests.java",297,1,19,147,19,19,1,1,0,pos
File,"InvitationsServiceMockMvcTests.java",294,1,19,145,19,19,1,1,0,pos
File,"InvoiceDOM.java",748,1,31,334,34,105,4,10,3,pos
File,"InvokerTransformer.java",89,2,7,27,11,24,5,11,1,pos
File,"InvokerTransformer.java",65,1,5,20,9,22,5,11,1,pos
File,"InvokerTransformer.java",63,1,5,18,9,20,5,11,1,pos
File,"InvokerTransformer.java",86,2,7,26,11,25,5,11,1,pos
File,"IptcAnpaParser.java",580,1,14,166,62,200,30,108,7,pos
File,"IssuerCheckConfiguration.java",29,1,1,23,1,1,1,1,0,pos
File,"IssuerCheckConfigurationLocalTest.java",25,1,1,20,1,1,1,1,0,pos
File,"IssuerCheckConfigurationTest.java",43,1,2,36,2,2,1,1,0,pos
File,"IterUtil.java",226,2,30,61,39,77,4,7,3,pos
File,"JAXPXPathEvaluator.java",58,1,5,28,7,10,3,3,1,pos
File,"JAXRSClientServerSpringBookTest.java",899,3,93,484,93,108,1,4,3,pos
File,"JAXRSClientServerSpringBookTest.java",903,3,93,488,93,108,1,4,3,pos
File,"JAXRSClientServerSpringBookTest.java",877,3,90,474,90,105,1,4,3,pos
File,"JAXRSMultipartTest.java",859,2,82,476,82,100,1,10,2,pos
File,"JAXRSSamlTest.java",186,1,10,81,10,34,1,6,2,pos
File,"JBPMBpmn2ResourceImpl.java",83,4,12,36,14,15,3,3,1,pos
File,"JBPMBpmn2ResourceImpl.java",86,4,12,37,14,15,3,3,1,pos
File,"JBPMBpmn2ResourceImpl.java",83,4,12,36,14,15,3,3,1,pos
File,"JDBCConnectorFunctionsSecurityTest.java",65,2,5,39,5,5,1,1,0,pos
File,"JDBCConnectorFunctionsSecurityTest.java",66,2,5,39,5,5,1,1,0,pos
File,"JDBCConnectorFunctionsSecurityTest.java",115,2,12,70,12,12,1,1,0,pos
File,"JDBCRealm.java",304,1,31,87,41,70,4,9,5,pos
File,"JDBCTableReader.java",248,1,17,81,19,51,3,12,2,pos
File,"JDom2Driver.java",75,1,8,34,16,16,3,3,1,pos
File,"JDom2ReaderTest.java",41,1,3,19,3,5,1,3,2,pos
File,"JDomDriver.java",77,1,9,34,17,17,3,3,1,pos
File,"JDomReaderTest.java",41,1,3,19,3,5,1,3,2,pos
File,"JMSClientAutoSslAuthTest.java",73,3,11,38,11,12,1,2,0,pos
File,"JMXConnector.java",143,1,17,59,17,21,1,3,1,pos
File,"JMXSecureConnector.java",153,2,20,68,20,22,1,2,1,pos
File,"JMXServerUtils.java",248,4,18,90,18,37,1,5,2,pos
File,"JPAAnySearchDAO.java",655,1,24,155,24,131,1,28,4,pos
File,"JSSESocketFactory.java",583,2,22,204,42,119,11,16,7,pos
File,"JSSESocketFactory.java",280,2,19,96,24,61,11,16,7,pos
File,"JSSESupport.java",127,1,8,49,17,29,5,7,3,pos
File,"JSSESupport.java",174,2,12,60,26,42,7,9,3,pos
File,"JUnitResultArchiverTest.java",293,5,25,135,27,31,3,3,2,pos
File,"JWTDecoder.java",105,1,8,36,12,30,3,8,2,pos
File,"JWTDecoder.java",92,1,8,35,8,28,1,6,2,pos
File,"JWTTest.java",290,2,32,162,31,38,1,4,2,pos
File,"JacksonDataFormat.java",343,1,53,124,63,86,11,22,3,pos
File,"JacksonDataFormatConfiguration.java",112,1,30,51,30,30,1,1,0,pos
File,"JacksonMarshalUnmarshalTypeHeaderTest.java",30,2,3,14,3,3,1,1,0,pos
File,"JacksonMarshalUnmarshalTypeHeaderTest.java",29,2,3,14,3,3,1,1,0,pos
File,"JacksonXMLDataFormat.java",333,1,51,121,61,83,11,22,3,pos
File,"JakartaMultiPartRequest.java",265,2,27,86,27,72,1,8,4,pos
File,"JakartaStreamMultiPartRequest.java",322,2,32,123,37,79,6,7,5,pos
File,"JasperInitializer.java",63,1,1,26,1,4,1,4,1,pos
File,"JavaActionExecutor.java",1636,2,95,542,104,311,4,23,6,pos
File,"JavaEncryptor.java",613,1,25,196,44,102,8,21,3,pos
File,"JavaFirstHttpGetTest.java",81,2,7,50,7,8,1,2,1,pos
File,"JavaFirstPolicyServiceTest.java",222,1,14,98,16,22,3,3,2,pos
File,"JavaScriptUtils.java",45,1,1,6,1,12,1,12,3,pos
File,"Jaxb2CollectionHttpMessageConverter.java",151,1,11,61,23,33,6,8,3,pos
File,"Jaxb2CollectionHttpMessageConverter.java",151,1,11,60,23,33,6,8,3,pos
File,"Jaxb2CollectionHttpMessageConverter.java",161,2,12,65,24,34,6,8,3,pos
File,"Jaxb2CollectionHttpMessageConverterTests.java",126,7,14,71,18,18,3,3,1,pos
File,"Jaxb2CollectionHttpMessageConverterTests.java",126,7,14,71,18,18,3,3,1,pos
File,"Jaxb2Marshaller.java",674,4,64,225,88,175,7,12,4,pos
File,"Jaxb2Marshaller.java",685,5,65,229,89,177,7,12,4,pos
File,"Jaxb2Marshaller.java",682,4,63,234,87,174,7,12,4,pos
File,"Jaxb2MarshallerTests.java",262,7,23,113,23,25,1,2,1,pos
File,"Jaxb2MarshallerTests.java",308,9,27,131,27,29,1,2,1,pos
File,"Jaxb2RootElementHttpMessageConverter.java",118,2,10,54,15,23,4,4,3,pos
File,"Jaxb2RootElementHttpMessageConverter.java",74,1,6,36,9,16,4,4,2,pos
File,"Jaxb2RootElementHttpMessageConverter.java",104,1,8,49,13,20,4,4,2,pos
File,"Jaxb2RootElementHttpMessageConverterTest.java",124,4,10,79,10,10,1,1,0,pos
File,"Jaxb2RootElementHttpMessageConverterTest.java",124,4,10,79,10,10,1,1,0,pos
File,"Jaxb2RootElementHttpMessageConverterTests.java",103,4,10,63,10,10,1,1,0,pos
File,"JceDefaultTlsCredentialedDecryptor.java",94,1,4,32,4,14,1,7,2,pos
File,"Jdbc4TestSuite.java",21,1,0,20,0,0,0,0,0,pos
File,"JdbcCliFunction.java",51,1,8,31,7,8,1,2,1,pos
File,"JdbcCliFunction.java",43,1,7,25,6,7,1,2,1,pos
File,"JdbcExpiringCodeStore.java",125,2,11,59,14,24,4,8,3,pos
File,"JdbcQueryableClientDetailsService.java",107,2,10,55,10,17,1,7,2,pos
File,"JdbcRevocableTokenProvisioning.java",172,2,21,81,21,28,1,4,1,pos
File,"JdbcRevocableTokenProvisioning.java",172,2,21,81,21,28,1,4,1,pos
File,"JdbcScimGroupExternalMembershipManager.java",245,7,21,114,23,38,3,5,2,pos
File,"JdbcScimGroupExternalMembershipManager.java",264,8,24,121,26,42,3,5,2,pos
File,"JdbcScimGroupMembershipManager.java",403,10,36,155,41,78,4,8,3,pos
File,"JdbcScimGroupMembershipManagerTests.java",379,1,35,133,35,44,1,4,2,pos
File,"JdbcScimGroupProvisioning.java",172,4,14,85,14,25,1,4,1,pos
File,"JdbcScimGroupProvisioning.java",250,4,25,120,25,37,1,4,2,pos
File,"JdbcScimUserProvisioning.java",365,5,25,142,25,58,1,6,1,pos
File,"JdbcScimUserProvisioning.java",380,5,26,148,26,59,1,6,1,pos
File,"JdbcScimUserProvisioning.java",371,5,26,146,26,59,1,6,1,pos
File,"JdbcScimUserProvisioningTests.java",719,1,83,334,83,86,1,2,1,pos
File,"JdkMarshaller.java",78,1,6,25,8,10,3,4,1,pos
File,"JdkMarshallerObjectInputStream.java",23,1,3,11,3,5,1,3,1,pos
File,"Jenkins.java",2311,28,294,832,381,591,10,18,4,pos
File,"Jenkins.java",2317,28,295,836,382,592,10,18,4,pos
File,"Jenkins.java",3103,35,364,1026,478,790,10,20,4,pos
File,"Jenkins.java",3109,37,363,1025,481,784,10,25,4,pos
File,"Jenkins.java",2347,29,297,841,388,604,10,18,4,pos
File,"JenkinsReloadConfigurationTest.java",97,1,9,41,9,11,1,2,1,pos
File,"JettyServer.java",695,4,40,248,41,143,3,22,7,pos
File,"JettyServer.java",699,4,40,254,41,143,3,22,7,pos
File,"JettyServerTest.java",94,1,7,57,7,7,1,1,0,pos
File,"JibxMarshaller.java",312,1,30,134,35,55,4,8,3,pos
File,"JibxMarshallerTests.java",74,1,8,39,8,8,1,1,0,pos
File,"JibxUnmarshallerTests.java",54,1,6,34,6,6,1,1,0,pos
File,"JmsFrameTranslator.java",214,2,14,76,17,42,4,14,3,pos
File,"JmxManagerLocator.java",196,2,15,69,28,45,9,21,7,pos
File,"JmxRemoteLifecycleListener.java",313,4,18,123,20,44,3,14,3,pos
File,"JndiLdapContextFactory.java",127,1,24,52,24,36,1,10,1,pos
File,"JndiLdapContextFactoryTest.java",134,6,17,43,17,17,1,1,0,pos
File,"JnlpAccessWithSecuredHudsonTest.java",42,1,2,33,2,3,1,2,1,pos
File,"JnlpSlaveAgentProtocol.java",96,3,8,40,13,15,4,4,1,pos
File,"JnlpSlaveAgentProtocol2.java",88,2,6,42,10,14,5,8,3,pos
File,"Job.java",819,8,97,296,119,211,6,13,4,pos
File,"JobDslIntegrationTest.java",103,1,4,40,4,4,1,1,0,pos
File,"JobSubmitter.java",340,3,14,146,21,47,5,12,3,pos
File,"JohnzonDataFormatConfiguration.java",112,1,30,51,30,30,1,1,0,pos
File,"JoinTest.java",165,4,19,70,22,24,4,5,1,pos
File,"JolokiaHttpHandler.java",204,1,15,75,19,41,3,7,2,pos
File,"JolokiaHttpHandler.java",271,2,25,99,27,59,3,7,2,pos
File,"JolokiaHttpHandlerTest.java",308,3,32,150,32,38,1,3,1,pos
File,"JpaSort.java",96,2,17,39,17,22,1,3,1,pos
File,"JpaSortTests.java",105,1,17,62,17,17,1,1,0,pos
File,"JsonDataFormat.java",205,1,33,82,33,53,1,13,2,pos
File,"JsonDataFormatConfiguration.java",112,1,30,51,30,30,1,1,0,pos
File,"JsonInterpolationService.java",64,1,3,25,9,15,7,13,3,pos
File,"JsonInterpolationService.java",64,1,3,25,9,15,7,13,3,pos
File,"JsonInterpolationServiceTest.java",264,1,13,105,13,15,1,2,1,pos
File,"JsonInterpolationServiceTest.java",264,1,13,105,13,15,1,2,1,pos
File,"JsonPatchTests.java",113,1,7,46,7,9,1,2,1,pos
File,"JsonpPollingTransportHandler.java",65,2,7,36,9,9,3,3,2,pos
File,"JsonpPollingTransportHandler.java",59,2,6,32,8,8,3,3,2,pos
File,"JsonpReceivingTransportHandler.java",53,1,4,33,4,8,1,4,1,pos
File,"JspC.java",1053,1,82,324,138,260,32,39,6,pos
File,"JspCServletContext.java",358,1,55,181,62,76,4,8,2,pos
File,"JspDocumentParser.java",1139,2,35,237,55,217,12,48,5,pos
File,"JspDocumentParser.java",1114,2,33,223,53,215,12,48,5,pos
File,"JspHelper.java",157,1,13,42,25,37,3,9,4,pos
File,"Jsr160RequestDispatcher.java",79,1,7,41,7,14,1,5,2,pos
File,"Jsr160RequestDispatcherTest.java",102,2,12,50,12,16,1,4,1,pos
File,"JwtIssuerValidator.java",35,1,2,15,2,4,1,2,1,pos
File,"JwtIssuerValidatorTests.java",58,1,8,35,8,8,1,1,0,pos
File,"KendoEffectUtils.java",26,1,4,12,4,5,1,2,0,pos
File,"KerberosName.java",293,4,22,90,26,62,5,11,4,pos
File,"KeyAgreementSpi.java",183,2,11,66,13,28,3,6,2,pos
File,"KeyDerivationFunction.java",181,2,18,62,28,39,3,7,2,pos
File,"KeyFactorySpi.java",110,1,7,42,15,19,3,5,1,pos
File,"KeyPairGeneratorSpi.java",68,1,4,36,4,12,1,7,1,pos
File,"KeyStoreGenerator.java",94,1,3,25,3,18,1,15,3,pos
File,"KeyStoreGenerator.java",102,1,4,24,4,19,1,15,3,pos
File,"KeyStoreGenerator.java",102,1,4,24,4,19,1,15,3,pos
File,"KeyStoreTest.java",264,1,8,106,8,16,1,4,2,pos
File,"KubernetesCloud.java",491,3,63,208,76,102,8,12,4,pos
File,"LDAPAuthorizationMap.java",383,1,53,139,60,84,4,8,3,pos
File,"LDAPLoginModule.java",409,1,14,118,23,78,4,23,4,pos
File,"LDAPLoginModuleTest.java",90,2,5,54,5,10,1,4,2,pos
File,"LDAPSecurityTest.java",112,1,7,77,7,9,1,2,1,pos
File,"LastMessageDroppedTest.java",66,2,6,30,8,9,3,3,2,pos
File,"LauncherConfigurationInjector.java",123,1,10,48,13,26,4,4,2,pos
File,"LauncherConnection.java",72,1,5,24,4,15,1,7,3,pos
File,"LauncherServerSuite.java",168,4,12,50,15,20,4,6,4,pos
File,"LazyKeyManager.java",208,1,8,76,24,39,10,17,5,pos
File,"LdapAuthIT.java",1174,7,133,305,133,150,1,6,2,pos
File,"LdapAuthenticationProviderImpl.java",46,1,3,20,3,7,1,5,1,pos
File,"LdapGroupsMapping.java",331,1,12,140,16,46,3,10,3,pos
File,"LdapGroupsMapping.java",257,1,9,117,16,34,6,9,3,pos
File,"LdapMockMvcTests.java",1151,1,52,350,52,71,1,4,2,pos
File,"LdapNetworkConnection.java",3171,3,147,655,173,566,6,43,5,pos
File,"LdapNetworkConnection.java",2714,3,143,644,169,426,6,37,4,pos
File,"LdapNetworkConnector.java",254,1,21,88,26,40,4,7,3,pos
File,"LdapRealm.java",581,1,31,192,41,96,4,13,5,pos
File,"LibPQFactory.java",232,2,6,77,19,48,10,19,4,pos
File,"LibPQFactoryHostNameTest.java",44,1,3,17,3,3,1,1,0,pos
File,"Library.java",245,1,23,56,46,76,11,15,4,pos
File,"LintParser.java",102,1,4,41,8,15,3,7,3,pos
File,"ListAsyncEventQueuesFunction.java",63,1,2,35,2,8,1,7,3,pos
File,"ListAsyncEventQueuesFunction.java",71,1,3,41,3,9,1,7,3,pos
File,"ListConnectionFunction.java",24,1,4,15,4,4,1,1,0,pos
File,"ListConnectionFunction.java",32,1,5,21,5,5,1,1,0,pos
File,"ListDeployedFunction.java",76,1,6,44,6,11,1,6,2,pos
File,"ListDeployedFunction.java",68,1,5,38,5,10,1,6,2,pos
File,"ListDiskStoresFunction.java",44,1,4,27,4,7,1,4,3,pos
File,"ListDiskStoresFunction.java",36,1,3,21,3,6,1,4,3,pos
File,"ListDurableCqNamesFunction.java",57,1,2,28,2,9,1,8,5,pos
File,"ListDurableCqNamesFunction.java",65,1,3,34,3,10,1,8,5,pos
File,"ListFunctionFunction.java",78,1,5,42,5,13,1,9,4,pos
File,"ListFunctionFunction.java",86,1,6,48,6,14,1,9,4,pos
File,"ListIndexFunction.java",37,1,3,23,3,5,1,3,2,pos
File,"ListIndexFunction.java",29,1,2,17,2,4,1,3,2,pos
File,"ListMappingFunction.java",31,1,5,20,5,5,1,1,0,pos
File,"ListMappingFunction.java",23,1,4,14,4,4,1,1,0,pos
File,"LocalComponentLifecycle.java",194,1,27,75,33,45,3,4,2,pos
File,"LocalContainerLauncher.java",401,4,26,161,28,66,3,14,4,pos
File,"LocalFetcher.java",103,1,4,47,6,12,3,5,2,pos
File,"LocalFsBlobStore.java",282,1,18,87,18,51,1,6,4,pos
File,"LocalResolver.java",71,1,6,30,13,14,5,5,2,pos
File,"LocaleChangeInterceptor.java",34,1,3,20,3,5,1,3,2,pos
File,"LocalizedResource.java",353,1,38,153,38,71,1,8,5,pos
File,"Localizer.java",563,4,29,185,39,106,5,21,5,pos
File,"LockedDownGerritEventTest.java",69,1,3,40,3,3,1,1,0,pos
File,"LockoutPolicy.java",43,1,10,17,10,12,1,3,0,pos
File,"Log.java",439,1,175,438,0,0,0,0,0,pos
File,"LogRecorderManager.java",130,2,18,60,18,25,1,4,1,pos
File,"LoggerSerializationTest.java",108,1,10,47,10,10,1,1,0,pos
File,"LoginMockMvcTests.java",1688,4,127,592,127,133,1,3,1,pos
File,"LoginUaaApprovalsService.java",64,2,4,30,7,10,4,7,0,pos
File,"LuceneClientSecurityDUnitTest.java",110,1,8,60,8,12,1,5,2,pos
File,"LuceneCreateIndexFunction.java",117,1,6,63,6,20,1,11,3,pos
File,"LuceneCreateIndexFunction.java",95,1,4,49,4,17,1,10,3,pos
File,"LuceneDescribeIndexFunction.java",35,1,2,25,2,4,1,3,1,pos
File,"LuceneDescribeIndexFunction.java",46,1,3,33,3,5,1,3,1,pos
File,"LuceneDestroyIndexFunction.java",61,1,3,31,3,7,1,5,3,pos
File,"LuceneDestroyIndexFunction.java",50,1,2,23,2,6,1,5,3,pos
File,"LuceneFunctionSecurityTest.java",106,1,8,61,8,8,1,1,0,pos
File,"LuceneFunctionSecurityTest.java",99,1,8,61,8,8,1,1,0,pos
File,"LuceneFunctionSecurityTest.java",367,1,41,235,41,43,1,2,0,pos
File,"LuceneGetPageFunction.java",68,1,5,41,7,11,3,4,3,pos
File,"LuceneGetPageFunction.java",69,1,5,42,7,11,3,4,3,pos
File,"LuceneListIndexFunction.java",33,1,2,22,2,4,1,3,1,pos
File,"LuceneListIndexFunction.java",44,1,3,30,3,5,1,3,1,pos
File,"LuceneQueryFunction.java",143,1,6,69,10,22,5,11,4,pos
File,"LuceneQueryFunction.java",142,1,6,68,10,22,5,11,4,pos
File,"LuceneSearchIndexFunction.java",70,1,5,38,5,11,1,7,3,pos
File,"LuceneSearchIndexFunction.java",63,1,4,33,4,10,1,7,3,pos
File,"MQTTAutoSslAuthTest.java",68,3,8,35,8,8,1,1,0,pos
File,"MRAppMaster.java",1233,21,109,491,121,201,5,16,5,pos
File,"MagicSAXFilter.java",273,2,16,83,18,70,1,39,6,pos
File,"MailBinding.java",525,1,32,158,64,130,9,12,5,pos
File,"Mailer.java",403,6,52,177,55,89,4,8,2,pos
File,"Main.java",796,10,48,212,74,150,6,12,4,pos
File,"MainFrame.java",1783,4,122,577,140,273,6,16,3,pos
File,"MakeSSL.java",81,1,1,25,1,12,1,12,3,pos
File,"ManagementFunction.java",86,1,4,37,6,23,3,19,2,pos
File,"ManagerBase.java",682,2,80,256,88,158,5,8,3,pos
File,"ManagerBase.java",758,2,88,287,100,182,5,12,4,pos
File,"ManualCondition.java",217,4,23,104,33,55,4,6,4,pos
File,"ManualConditionTest.java",165,1,5,84,5,12,1,6,2,pos
File,"MapAccessTests.java",120,3,21,66,21,21,1,1,0,pos
File,"MapDataBinder.java",162,4,15,91,15,26,1,5,1,pos
File,"MapReduceClient.java",71,1,5,27,10,14,4,4,3,pos
File,"Mapper.java",1144,7,62,335,136,272,10,36,6,pos
File,"Mapper.java",1143,7,62,336,136,270,10,34,6,pos
File,"Mapper.java",1137,7,62,331,136,273,10,37,6,pos
File,"Mapper.java",1138,7,62,331,136,272,10,36,6,pos
File,"MappingJackson2HttpMessageConverter.java",42,1,6,21,6,12,1,4,1,pos
File,"MappingJackson2HttpMessageConverter.java",40,1,6,19,6,12,1,4,1,pos
File,"MappingJackson2HttpMessageConverterTests.java",383,11,47,185,45,47,1,3,1,pos
File,"MappingJackson2JsonView.java",128,1,15,56,18,35,4,9,3,pos
File,"MappingJackson2JsonView.java",147,1,17,65,21,38,5,6,4,pos
File,"MappingJackson2JsonViewTests.java",356,9,36,163,36,39,1,2,1,pos
File,"MappingJackson2JsonViewTests.java",365,9,37,173,37,39,1,2,1,pos
File,"MappingJacksonValue.java",42,1,9,23,9,9,1,1,0,pos
File,"MarshalDomainObjectJSONTest.java",38,2,3,14,3,3,1,1,0,pos
File,"MarshalDomainObjectTest.java",57,2,5,23,5,5,1,1,0,pos
File,"MarshalDomainObjectTest.java",67,2,7,29,7,7,1,1,0,pos
File,"MarshalWithMappingDomainObjectTest.java",48,2,4,17,4,6,1,2,1,pos
File,"MarshallerContext.java",9,1,5,8,0,0,0,0,0,pos
File,"MarshallerContextImpl.java",384,2,32,151,46,79,6,9,4,pos
File,"MarshallerContextLockingSelfTest.java",103,6,9,42,11,15,3,4,2,pos
File,"MarshallerContextSelfTest.java",137,1,9,64,9,13,1,2,1,pos
File,"MarshallerContextTestImpl.java",42,1,6,23,6,11,1,5,1,pos
File,"MarshallerUtils.java",26,1,5,14,5,6,1,2,1,pos
File,"MarshallerUtils.java",24,1,5,12,5,6,1,2,1,pos
File,"MatParser.java",90,1,2,45,2,12,1,11,5,pos
File,"MatcherType.java",38,1,3,20,5,10,1,5,1,pos
File,"Maven221MultiVolumeTest.java",66,1,2,24,2,7,1,6,3,pos
File,"MemberFunctionStreamingMessage.java",317,1,23,108,36,68,10,18,5,pos
File,"MemberFunctionStreamingMessage.java",315,1,23,108,36,67,10,17,5,pos
File,"MemberRegionFunction.java",54,1,5,27,5,9,1,5,2,pos
File,"MembersForRegionFunction.java",58,1,5,31,5,8,1,4,3,pos
File,"MemoryRealm.java",119,1,9,42,14,26,4,10,2,pos
File,"MemoryUser.java",133,1,13,42,13,22,1,8,3,pos
File,"MemoryUserDatabase.java",451,4,31,138,33,82,3,16,4,pos
File,"MemoryUserDatabaseMBean.java",198,1,13,93,19,31,3,3,1,pos
File,"MercurialStatus.java",179,2,9,68,23,34,13,16,2,pos
File,"MergeTest.java",177,1,18,56,28,47,3,5,3,pos
File,"MergeTest4.java",547,2,26,158,34,99,3,11,2,pos
File,"Merger.java",475,3,45,148,57,138,5,15,3,pos
File,"Message.java",85,1,7,25,18,24,8,9,2,pos
File,"Message.java",506,3,70,149,85,164,5,11,3,pos
File,"Message.java",475,1,47,115,51,116,3,10,4,pos
File,"MessageBatch.java",249,3,43,75,65,101,6,14,4,pos
File,"MessageBrokerBeanDefinitionParser.java",543,2,23,224,25,86,3,18,3,pos
File,"MessageBrokerBeanDefinitionParserTests.java",413,7,21,190,21,25,1,2,1,pos
File,"MessageBytes.java",481,2,43,92,74,125,8,12,3,pos
File,"MessageContextImpl.java",253,1,21,105,26,51,6,11,3,pos
File,"MessageQuery.java",104,1,8,39,20,24,9,9,4,pos
File,"MessageTests.java",57,1,6,36,6,6,1,1,0,pos
File,"MessageUtils.java",75,1,12,22,16,32,3,5,2,pos
File,"Messages.java",46,1,19,45,0,0,0,0,0,pos
File,"MetaConstraint.java",79,1,10,31,14,20,5,8,1,pos
File,"MetaConstraintBuilder.java",253,1,12,75,12,56,1,19,2,pos
File,"MetaConstraintBuilder.java",248,1,11,72,11,54,1,19,2,pos
File,"MetadataResource.java",78,2,5,44,5,10,1,6,2,pos
File,"MetadataWriter.java",256,1,4,80,8,36,5,13,3,pos
