Kind,Name,CountLineCode,CountDeclClass,CountDeclFunction,CountLineCodeDecl,SumEssential,SumCyclomaticStrict,MaxEssential,MaxCyclomaticStrict,MaxNesting
File,"a9baf82e6224968df1653a534bd13e9c14fb6fe1\ContainerBase.java",774,3,73,197,87,238,3,19,4
File,"a9baf82e6224968df1653a534bd13e9c14fb6fe1\StandardContext.java",2895,1,266,743,339,705,9,80,5
File,"a9baf82e6224968df1653a534bd13e9c14fb6fe1\StandardEngine.java",277,1,27,71,27,66,1,13,3
File,"a9baf82e6224968df1653a534bd13e9c14fb6fe1\StandardHost.java",381,1,45,117,57,96,6,16,5
File,"a9baf82e6224968df1653a534bd13e9c14fb6fe1\StandardServer.java",398,1,39,116,54,92,11,18,3
File,"a9baf82e6224968df1653a534bd13e9c14fb6fe1\StandardService.java",369,1,33,93,37,95,3,14,3
File,"a9baf82e6224968df1653a534bd13e9c14fb6fe1\StandardWrapper.java",885,1,80,225,90,199,3,29,5
File,"f742d40cdd7357fc7ee830071566d930feae6858\Mapper.java",1063,8,48,316,130,239,10,34,6
File,"43bf93f94ec1bbf5efde6007f70b911b9322825d\Http2UpgradeHandler.java",1189,6,103,341,119,267,9,22,6
File,"04fc439e96002dbe57f10e0c57b114f155ac0ecd\LifecycleMBeanBase.java",101,1,13,44,13,20,3,5,1
File,"a5209bcb3ad77d84de98c42b96992a251bbc7f20\Async0.java",43,2,2,18,2,5,1,3,1
File,"a5209bcb3ad77d84de98c42b96992a251bbc7f20\Async3.java",17,1,1,12,1,1,1,1,0
File,"f0f100b6d8c24a65d8d2f3228e750e614ab96375\JspConfig.java",352,3,18,111,48,93,10,29,6
File,"eefda7a4ced07449817024a36518b26490860bd0\AprLifecycleListener.java",100,1,2,40,6,17,3,13,3
File,"e8fbf5b95404860884093826586fcadc66aed0fe\OrderInterceptor.java",225,3,27,72,31,57,5,14,3
File,"6755a7a0fb68d23688b2dc7f26325708d8e1790e\CoyoteAdapter.java",934,2,16,191,62,212,18,40,6
File,"6755a7a0fb68d23688b2dc7f26325708d8e1790e\TestNonBlockingAPI.java",509,8,25,175,34,79,5,17,5
File,"0e8535a7b4b7862c8b1cba3cc4077c110d52ac6c\AbstractOutputBuffer.java",254,2,30,79,29,61,4,8,3
File,"f6baef98988a1f98392df287cc6ea7ed763d60b1\HTMLManagerServlet.java",966,11,33,202,61,140,10,25,4
File,"f6baef98988a1f98392df287cc6ea7ed763d60b1\JSSESSLContext.java",41,1,7,27,7,7,1,1,0
File,"f6baef98988a1f98392df287cc6ea7ed763d60b1\ManagerServlet.java",1089,1,36,253,103,250,10,28,5
File,"f6baef98988a1f98392df287cc6ea7ed763d60b1\OpenSSLContext.java",396,2,17,106,23,82,5,35,4
File,"f6baef98988a1f98392df287cc6ea7ed763d60b1\SSLContext.java",18,1,6,17,0,0,0,0,0
File,"e8702872d54c4e6da09d103c969d2117207cfecc\InternalNio2OutputBuffer.java",360,4,22,81,26,87,3,27,7
File,"565c6f4bf14af7eb2ce348fddd20c980ec68a6d6\FastQueue.java",154,1,16,41,18,36,3,12,4
File,"565c6f4bf14af7eb2ce348fddd20c980ec68a6d6\MessageDispatch15Interceptor.java",4,1,0,3,0,0,0,0,0
File,"565c6f4bf14af7eb2ce348fddd20c980ec68a6d6\MessageDispatchInterceptor.java",210,2,27,77,32,52,4,8,3
File,"c1675fdc34bfed607f871c94a27dc8c4ca82460b\StreamInbound.java",78,1,8,33,9,17,4,7,2
File,"c1675fdc34bfed607f871c94a27dc8c4ca82460b\WsInputStream.java",60,1,4,20,6,13,3,6,2
File,"c1675fdc34bfed607f871c94a27dc8c4ca82460b\WsOutbound.java",145,1,10,27,10,30,1,7,2
File,"3716f923f826ca10385b4d56851f50e4086a358c\Benchmarks.java",417,26,45,160,45,67,1,4,2
File,"3716f923f826ca10385b4d56851f50e4086a358c\DedicatedThreadExecutorTest.java",45,4,5,14,5,5,1,1,0
File,"3716f923f826ca10385b4d56851f50e4086a358c\TestByteChunk.java",81,1,6,26,6,6,1,1,0
