severity	updateDate	comments	line	author	rule	project	effort	message	creationDate	type	tags	component	flows	organization	textRange	debt	key	hash	status
MINOR	2020-07-03T17:57:05+0200		71.0		java:S2386	Prova_Mining_Second_Part	15min	"Make this member ""protected""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/866/17ce298b98df08e413e81a61f209912ea7fe36ef/Runner.java		default-organization	{startLine=71.0, endLine=71.0, startOffset=33.0, endOffset=59.0}	15min	AXMVa5NrkLspzIj1dA_E	cef48bca33fc27fd295ef071f478584d	OPEN
MINOR	2020-07-03T17:57:05+0200		564.0		java:S1148	Prova_Mining_Second_Part	10min	Use a logger to log this exception.	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/866/17ce298b98df08e413e81a61f209912ea7fe36ef/Runner.java		default-organization	{startLine=564.0, endLine=564.0, startOffset=14.0, endOffset=29.0}	10min	AXMVa5NrkLspzIj1dA_D	2dc1665d31b37f9aa7408939a0365027	OPEN
MINOR	2020-07-03T17:57:05+0200		60.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""instance""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/866/17ce298b98df08e413e81a61f209912ea7fe36ef/ShutdownMonitor.java		default-organization	{startLine=60.0, endLine=60.0, startOffset=31.0, endOffset=39.0}	5min	AXMVa5NwkLspzIj1dA_F	5b85d42a6ee0214072e60aaec5186976	OPEN
MINOR	2020-07-03T17:57:05+0200		78.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_threadPool""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/HttpClient.java		default-organization	{startLine=78.0, endLine=78.0, startOffset=15.0, endOffset=26.0}	5min	AXMVa5NCkLspzIj1dA-5	bd8f624b063b503b128d4335a269f8f9	OPEN
MINOR	2020-07-03T17:57:05+0200		79.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_connector""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/HttpClient.java		default-organization	{startLine=79.0, endLine=79.0, startOffset=14.0, endOffset=24.0}	5min	AXMVa5NCkLspzIj1dA-6	e30c974975ca3dd7a903bde958f46c88	OPEN
MINOR	2020-07-03T17:57:05+0200		351.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""_registeredListeners""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/HttpClient.java		default-organization	{startLine=351.0, endLine=351.0, startOffset=15.0, endOffset=35.0}	5min	AXMVa5NCkLspzIj1dA-2	b43b46d3c40aa49f193eb069b22be26a	OPEN
MINOR	2020-07-03T17:57:05+0200		630.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""_noProxy""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/HttpClient.java		default-organization	{startLine=630.0, endLine=630.0, startOffset=15.0, endOffset=23.0}	5min	AXMVa5NCkLspzIj1dA-3	67744226701242193e33e970de07e322	OPEN
MINOR	2020-07-03T17:57:05+0200		636.0		java:S2384	Prova_Mining_Second_Part	5min	"Store a copy of ""noProxyAddresses""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/HttpClient.java		default-organization	{startLine=636.0, endLine=636.0, startOffset=19.0, endOffset=35.0}	5min	AXMVa5NCkLspzIj1dA-4	2890809cfaa2c80c0dff04461f6551df	OPEN
CRITICAL	2020-07-03T17:57:05+0200		483.0		java:S2658	Prova_Mining_Second_Part	45min	Remove this use of dynamic class loading.	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/HttpDestination.java		default-organization	{startLine=483.0, endLine=483.0, startOffset=43.0, endOffset=50.0}	45min	AXMVa5M6kLspzIj1dA-1	ea9017786f5d7ae3818c80d82d2a7cb5	OPEN
MINOR	2020-07-03T17:57:05+0200		490.0		java:S1148	Prova_Mining_Second_Part	10min	Use a logger to log this exception.	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/HttpDestination.java		default-organization	{startLine=490.0, endLine=490.0, startOffset=22.0, endOffset=37.0}	10min	AXMVa5M6kLspzIj1dA-0	2dc1665d31b37f9aa7408939a0365027	OPEN
MINOR	2020-07-03T17:57:05+0200		230.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""_filterMappings""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=230.0, endLine=230.0, startOffset=15.0, endOffset=30.0}	5min	AXMVa5MrkLspzIj1dA-i	0a14bcb633a6d9a85be320d9c6fb834b	OPEN
MINOR	2020-07-03T17:57:05+0200		239.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""_filters""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=239.0, endLine=239.0, startOffset=15.0, endOffset=23.0}	5min	AXMVa5MrkLspzIj1dA-j	2b097aa45937b09b28e32bc9429efe55	OPEN
MINOR	2020-07-03T17:57:05+0200		303.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""_servletMappings""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=303.0, endLine=303.0, startOffset=15.0, endOffset=31.0}	5min	AXMVa5MrkLspzIj1dA-k	4afba9e67deb6b01189076208c2b2796	OPEN
MINOR	2020-07-03T17:57:05+0200		336.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""_servlets""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=336.0, endLine=336.0, startOffset=15.0, endOffset=24.0}	5min	AXMVa5MrkLspzIj1dA-l	8dff1ca0711085b9b49cafd6e4aa246b	OPEN
MINOR	2020-07-03T17:57:05+0200		1249.0		java:S2384	Prova_Mining_Second_Part	5min	"Store a copy of ""filterMappings""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1249.0, endLine=1249.0, startOffset=26.0, endOffset=40.0}	5min	AXMVa5MrkLspzIj1dA-m	0aaa4fdf1da62af1c3ff34b8a8ff7347	OPEN
MINOR	2020-07-03T17:57:05+0200		1259.0		java:S2384	Prova_Mining_Second_Part	5min	"Store a copy of ""holders""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1259.0, endLine=1259.0, startOffset=17.0, endOffset=24.0}	5min	AXMVa5MrkLspzIj1dA-n	08def503fdac3e47ba9b6c5043d4040c	OPEN
MINOR	2020-07-03T17:57:05+0200		1272.0		java:S2384	Prova_Mining_Second_Part	5min	"Store a copy of ""servletMappings""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1272.0, endLine=1272.0, startOffset=27.0, endOffset=42.0}	5min	AXMVa5MrkLspzIj1dA-o	74ef96458dfe3a278a5289636d43dcc2	OPEN
MINOR	2020-07-03T17:57:05+0200		1285.0		java:S2384	Prova_Mining_Second_Part	5min	"Store a copy of ""holders""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1285.0, endLine=1285.0, startOffset=18.0, endOffset=25.0}	5min	AXMVa5MrkLspzIj1dA-p	3f21d09f4fffeac6025af14e71b5be7f	OPEN
MINOR	2020-07-03T17:57:05+0200		1295.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_filterHolder""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1295.0, endLine=1295.0, startOffset=21.0, endOffset=34.0}	5min	AXMVa5MrkLspzIj1dA-q	1916ffd96f15e95b551855cc45b15a89	OPEN
MINOR	2020-07-03T17:57:05+0200		1296.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_next""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1296.0, endLine=1296.0, startOffset=20.0, endOffset=25.0}	5min	AXMVa5MrkLspzIj1dA-r	b52fff86b41ac9486fffaf57105a4eac	OPEN
MINOR	2020-07-03T17:57:05+0200		1297.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_servletHolder""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1297.0, endLine=1297.0, startOffset=22.0, endOffset=36.0}	5min	AXMVa5MrkLspzIj1dA-s	f926142e9924d530e801e27ca9862f8d	OPEN
MINOR	2020-07-03T17:57:05+0200		1372.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_baseRequest""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1372.0, endLine=1372.0, startOffset=22.0, endOffset=34.0}	5min	AXMVa5MrkLspzIj1dA-t	b2d01d39c002c3f4b06534955fd8232e	OPEN
MINOR	2020-07-03T17:57:05+0200		1373.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_chain""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1373.0, endLine=1373.0, startOffset=21.0, endOffset=27.0}	5min	AXMVa5MrkLspzIj1dA-u	36f2eb2a0e920631d84ea68be8fbf679	OPEN
MINOR	2020-07-03T17:57:05+0200		1374.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_servletHolder""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1374.0, endLine=1374.0, startOffset=28.0, endOffset=42.0}	5min	AXMVa5MrkLspzIj1dA-v	513d44940ae58eaf57d642579af6422a	OPEN
MINOR	2020-07-03T17:57:05+0200		1375.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_filter""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/ServletHandler.java		default-organization	{startLine=1375.0, endLine=1375.0, startOffset=12.0, endOffset=19.0}	5min	AXMVa5MrkLspzIj1dA-w	cf32cd44b4226b415083b62be63a4a7e	OPEN
MINOR	2020-07-03T17:57:05+0200		44.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""__log""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/SslSelectChannelEndPoint.java		default-organization	{startLine=44.0, endLine=44.0, startOffset=18.0, endOffset=23.0}	5min	AXMVa5M0kLspzIj1dA-x	cbf5d7fa00f40edbfc194e88985fe9f7	OPEN
MINOR	2020-07-03T17:57:05+0200		93.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_outCount""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/SslSelectChannelEndPoint.java		default-organization	{startLine=93.0, endLine=93.0, startOffset=8.0, endOffset=17.0}	5min	AXMVa5M0kLspzIj1dA-y	4079223221a57f5dd982d1eb593e5e3a	OPEN
MINOR	2020-07-03T17:57:05+0200		120.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_inCount""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/870/b2f5416fcd923457e73a1cad3b94d6e3e7bf24ba/SslSelectChannelEndPoint.java		default-organization	{startLine=120.0, endLine=120.0, startOffset=8.0, endOffset=16.0}	5min	AXMVa5M0kLspzIj1dA-z	e932be84bb56bca1cce88b56fe93464a	OPEN
MINOR	2020-07-03T17:57:05+0200		74.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_pendingBundlesToStart""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/871/183417af1cdd2ed9ff05fec70c1b50476c3c9f2a/OSGiAppProvider.java		default-organization	{startLine=74.0, endLine=74.0, startOffset=16.0, endOffset=38.0}	5min	AXMVa5IbkLspzIj1dA9b	085b240cc1b6c682973a52a0b623a515	OPEN
MINOR	2020-07-03T17:57:05+0200		82.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""_enclosedInstance""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/871/183417af1cdd2ed9ff05fec70c1b50476c3c9f2a/OSGiAppProvider.java		default-organization	{startLine=82.0, endLine=82.0, startOffset=24.0, endOffset=41.0}	5min	AXMVa5IbkLspzIj1dA9c	1a0f485794c9ca1ed75dbd69466c98c9	OPEN
MINOR	2020-07-03T17:57:05+0200		345.0		java:S1148	Prova_Mining_Second_Part	10min	Use a logger to log this exception.	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/871/183417af1cdd2ed9ff05fec70c1b50476c3c9f2a/OSGiAppProvider.java		default-organization	{startLine=345.0, endLine=345.0, startOffset=14.0, endOffset=29.0}	10min	AXMVa5IbkLspzIj1dA9Z	2dc1665d31b37f9aa7408939a0365027	OPEN
MINOR	2020-07-03T17:57:05+0200		366.0		java:S1148	Prova_Mining_Second_Part	10min	Use a logger to log this exception.	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/871/183417af1cdd2ed9ff05fec70c1b50476c3c9f2a/OSGiAppProvider.java		default-organization	{startLine=366.0, endLine=366.0, startOffset=14.0, endOffset=29.0}	10min	AXMVa5IbkLspzIj1dA9a	2dc1665d31b37f9aa7408939a0365027	OPEN
MINOR	2020-07-03T17:57:05+0200		453.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""_configurationClasses""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/871/183417af1cdd2ed9ff05fec70c1b50476c3c9f2a/OSGiAppProvider.java		default-organization	{startLine=453.0, endLine=453.0, startOffset=15.0, endOffset=36.0}	5min	AXMVa5IbkLspzIj1dA9Y	a770f07775b9cb81d3d00608dbc07cc7	OPEN
MINOR	2020-07-03T17:57:05+0200		195.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""_whiteList""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/872/82c49a0dd725a83d4912b2b56ca42aea44d59480/AbstractProxyServlet.java		default-organization	{startLine=195.0, endLine=195.0, startOffset=15.0, endOffset=25.0}	5min	AXMVa5OJkLspzIj1dA_J	91e486e393491654ccfcecbac72d4656	OPEN
MINOR	2020-07-03T17:57:05+0200		200.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""_blackList""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/872/82c49a0dd725a83d4912b2b56ca42aea44d59480/AbstractProxyServlet.java		default-organization	{startLine=200.0, endLine=200.0, startOffset=15.0, endOffset=25.0}	5min	AXMVa5OJkLspzIj1dA_K	2034c50a6839251866e155fcc8739e7c	OPEN
CRITICAL	2020-07-03T17:57:05+0200		100.0		java:S2658	Prova_Mining_Second_Part	45min	Remove this use of dynamic class loading.	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/874/370604fe76f162a10e10ad326fa97a7083927b92/DefaultPolicyLoader.java		default-organization	{startLine=100.0, endLine=100.0, startOffset=30.0, endOffset=37.0}	45min	AXMVa5NUkLspzIj1dA-_	8d6721ed2ade019f32a9bf98cfc89c20	OPEN
MINOR	2020-07-03T17:57:05+0200		69.0		java:S2384	Prova_Mining_Second_Part	5min	"Store a copy of ""policies""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/874/370604fe76f162a10e10ad326fa97a7083927b92/JettyPolicy.java		default-organization	{startLine=69.0, endLine=69.0, startOffset=20.0, endOffset=28.0}	5min	AXMVa5NOkLspzIj1dA-9	cde74294bf7401593611910a88945dc7	OPEN
MINOR	2020-07-03T17:57:05+0200		156.0		java:S1148	Prova_Mining_Second_Part	10min	Use a logger to log this exception.	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/874/370604fe76f162a10e10ad326fa97a7083927b92/JettyPolicy.java		default-organization	{startLine=156.0, endLine=156.0, startOffset=14.0, endOffset=29.0}	10min	AXMVa5NOkLspzIj1dA--	2dc1665d31b37f9aa7408939a0365027	OPEN
MINOR	2020-07-03T17:57:05+0200		45.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""ServerJetty""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/876/67cef441b21ffc900ad5fb112cbd43434d281760/HpackTest.java		default-organization	{startLine=45.0, endLine=45.0, startOffset=27.0, endOffset=38.0}	5min	AXMVa5MckLspzIj1dA-f	070ad86a36582f23b089e3f4c961d330	OPEN
MINOR	2020-07-03T17:57:05+0200		46.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""XPowerJetty""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/876/67cef441b21ffc900ad5fb112cbd43434d281760/HpackTest.java		default-organization	{startLine=46.0, endLine=46.0, startOffset=27.0, endOffset=38.0}	5min	AXMVa5MckLspzIj1dA-g	45201c331a296f5b359ee872c48e0983	OPEN
MINOR	2020-07-03T17:57:05+0200		47.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""Date""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/876/67cef441b21ffc900ad5fb112cbd43434d281760/HpackTest.java		default-organization	{startLine=47.0, endLine=47.0, startOffset=27.0, endOffset=31.0}	5min	AXMVa5MckLspzIj1dA-h	d4af14fac8b4c12c42800c1ac556d392	OPEN
MINOR	2020-07-03T17:57:05+0200		28.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""CODES""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/876/67cef441b21ffc900ad5fb112cbd43434d281760/Huffman.java		default-organization	{startLine=28.0, endLine=28.0, startOffset=25.0, endOffset=30.0}	5min	AXMVa5MTkLspzIj1dA-Z	93be749915581879bec20e64c7736262	OPEN
MINOR	2020-07-03T17:57:05+0200		289.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""LCCODES""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/876/67cef441b21ffc900ad5fb112cbd43434d281760/Huffman.java		default-organization	{startLine=289.0, endLine=289.0, startOffset=25.0, endOffset=32.0}	5min	AXMVa5MTkLspzIj1dA-a	b258ae12dee3b983e66cdb869ed12678	OPEN
MINOR	2020-07-03T17:57:05+0200		290.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""EOS""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/876/67cef441b21ffc900ad5fb112cbd43434d281760/Huffman.java		default-organization	{startLine=290.0, endLine=290.0, startOffset=22.0, endOffset=25.0}	5min	AXMVa5MTkLspzIj1dA-b	dfc3a99cdc560dc5c38b10511fd4e3c0	OPEN
MINOR	2020-07-03T17:57:05+0200		294.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""tree""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/876/67cef441b21ffc900ad5fb112cbd43434d281760/Huffman.java		default-organization	{startLine=294.0, endLine=294.0, startOffset=24.0, endOffset=28.0}	5min	AXMVa5MTkLspzIj1dA-c	d82d050f2df14690600e09633c870576	OPEN
MINOR	2020-07-03T17:57:05+0200		295.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""rowsym""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/876/67cef441b21ffc900ad5fb112cbd43434d281760/Huffman.java		default-organization	{startLine=295.0, endLine=295.0, startOffset=24.0, endOffset=30.0}	5min	AXMVa5MTkLspzIj1dA-d	82768ea473a78b388b10c0bd16bd3726	OPEN
MINOR	2020-07-03T17:57:05+0200		296.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""rowbits""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/876/67cef441b21ffc900ad5fb112cbd43434d281760/Huffman.java		default-organization	{startLine=296.0, endLine=296.0, startOffset=24.0, endOffset=31.0}	5min	AXMVa5MTkLspzIj1dA-e	cd8a0395d57d08e079e09e3198f9202d	OPEN
MINOR	2020-07-03T17:57:05+0200		46.0		java:S2384	Prova_Mining_Second_Part	5min	"Return a copy of ""playedWith""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/881/d2111614827b4a133fe161726c6eab5f45bbca5d/Actor.java		default-organization	{startLine=46.0, endLine=46.0, startOffset=9.0, endOffset=19.0}	5min	AXMVa5FzkLspzIj1dA80	556618f8ecdd2ff1835d35f57d1cfc91	OPEN
MINOR	2020-07-03T17:57:05+0200		50.0		java:S2384	Prova_Mining_Second_Part	5min	"Store a copy of ""playedWith""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/881/d2111614827b4a133fe161726c6eab5f45bbca5d/Actor.java		default-organization	{startLine=50.0, endLine=50.0, startOffset=20.0, endOffset=30.0}	5min	AXMVa5FzkLspzIj1dA81	9ce04a9c9ea09f315ed8edcbf6d66557	OPEN
MINOR	2020-07-03T17:57:05+0200		40.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""generator""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/881/d2111614827b4a133fe161726c6eab5f45bbca5d/GroupChainGeneratorTest.java		default-organization	{startLine=40.0, endLine=40.0, startOffset=21.0, endOffset=30.0}	5min	AXMVa5FRkLspzIj1dA8y	62bfe163aee38d55562eabcc249309e6	OPEN
MINOR	2020-07-03T17:57:05+0200		29.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""number""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/881/d2111614827b4a133fe161726c6eab5f45bbca5d/MultipleMinMax.java		default-organization	{startLine=29.0, endLine=29.0, startOffset=8.0, endOffset=14.0}	5min	AXMVa5F7kLspzIj1dA82	72c6ea3087afec1a6557945554288e8e	OPEN
MINOR	2020-07-03T17:57:05+0200		33.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""stringNumber""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/881/d2111614827b4a133fe161726c6eab5f45bbca5d/MultipleMinMax.java		default-organization	{startLine=33.0, endLine=33.0, startOffset=8.0, endOffset=20.0}	5min	AXMVa5F7kLspzIj1dA83	400f490829fb3fe64a7a642ee567fdc6	OPEN
MINOR	2020-07-03T17:57:05+0200		27.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""orderNumber""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/881/d2111614827b4a133fe161726c6eab5f45bbca5d/Order.java		default-organization	{startLine=27.0, endLine=27.0, startOffset=9.0, endOffset=20.0}	5min	AXMVa5FqkLspzIj1dA8z	83d4b7cd3088a8d5e9de25bbec7b8512	OPEN
MINOR	2020-07-03T17:57:05+0200		82.0		java:S2039	Prova_Mining_Second_Part	5min	"Explicitly declare the visibility for ""DEFAULT_INITIAL_CAPACITY""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/882/62e4caacd6aadd3f55a7468f4d821c6f40663c57/AnnotationMetaDataProvider.java		default-organization	{startLine=82.0, endLine=82.0, startOffset=18.0, endOffset=42.0}	5min	AXMVa5JPkLspzIj1dA9f	e41669ad5b156d132f42ef1b84e41d37	OPEN
MINOR	2020-07-03T17:57:05+0200		295.0		java:S2384	Prova_Mining_Second_Part	5min	"Store a copy of ""groups""."	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/882/62e4caacd6aadd3f55a7468f4d821c6f40663c57/ValidatorImpl.java		default-organization	{startLine=295.0, endLine=295.0, startOffset=25.0, endOffset=31.0}	5min	AXMVa5JIkLspzIj1dA9e	94fb33c76fc0e1e86c254c296844037b	OPEN
BLOCKER	2020-07-03T17:57:05+0200		155.0		java:S2755	Prova_Mining_Second_Part	15min	Disable access to external entities in XML parsing.	2020-07-03T17:57:05+0200	VULNERABILITY		Prova_Mining_Second_Part:src/RepositoryMining19/882/62e4caacd6aadd3f55a7468f4d821c6f40663c57/XmlParserHelper.java		default-organization	{startLine=155.0, endLine=155.0, startOffset=35.0, endOffset=46.0}	15min	AXMVa5IhkLspzIj1dA9d	3cde5bf70227cd80181304fefb9baf7b	OPEN
